Topic Code,Topic Name,Topic Description,Variable Code,Variable Name
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000078,Antrim_F5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000079,Antrim_K4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000080,Antrim_J5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000081,Antrim_N3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000082,Antrim_K5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000083,Antrim_N4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000084,Antrim_N5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000085,Antrim_L4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000086,Ballyclare_F1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000087,Ballyclare_A1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000088,Ballyclare_F2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000089,Ballyclare_F3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000090,Ballyclare_B1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000091,Ballyclare_A2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000092,Ballyclare_B2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000093,Ballyclare_B3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000094,Ballyclare_B4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000095,Ballyclare_C1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000096,Ballyclare_A3
